#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service_time_customer;999;10000.0;0.0;0.0;0.0;10000.0;10000.0
waiting_time_customer;999;0.0;0.0;0.0;0.0;0.0;0.0
