#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
queue_occupancy_time;1000;0.0;0.0;0.0;0.0;0.0;0.0
server_utilization_time;999;0.998998998998999;9.999989979969648E-4;0.031622760758620756;0.03165444689164543;1.0;1.0
