#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;625;1.272;0.31692307692307675;0.5629592142625225;0.44257799863405856;1.0;6.0
waiting time/customer;625;0.9056;1.5151128205128208;1.2308991918564334;1.3592084715729167;0.0;6.0
