#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
waiting_time_per_customer (lag=0);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=1);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=2);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=3);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=4);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=5);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=6);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=7);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=8);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=9);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=10);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=11);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=12);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=13);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=14);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=15);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=16);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=17);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=18);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=19);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
waiting_time_per_customer (lag=20);92;6692.630434782609;1.937208060917343E7;4401.372582408064;0.6576446473920728;0.0;16591.0;4.4791302136578456E7;2.3121575343521976
