#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
waiting_time_per_customer (lag=0);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=1);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=2);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=3);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=4);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=5);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=6);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=7);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=8);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=9);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=10);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=11);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=12);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=13);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=14);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=15);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=16);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=17);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=18);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=19);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
waiting_time_per_customer (lag=20);83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0;7.824276367774715E7;2.6248400266876732
