#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;83;1048.4096385542168;1197177.5618571849;1094.156095745568;1.043634144049302;7.0;6596.0
waiting time/customer;83;8845.493975903615;2.9808583716426678E7;5459.723776568433;0.6172322078836409;0.0;16790.0
