#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;126;0.8080808080808081;0.15508621569227632;0.3938098725175339;0.4873397172404482;0.0;1.0
queue occupancy/time;64;0.1326530612244898;0.11505622657226157;0.3391993905835645;2.557041559783794;0.0;1.0
