#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service_time_customer;909;11000.0;0.0;0.0;0.0;11000.0;11000.0
waiting_time_customer;909;454000.0;6.885666666666669E10;262405.5385594342;0.5779857677520577;0.0;908000.0
