#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;99;734.6161616161617;431196.81034838175;656.6557776707533;0.8938760293894231;10.0;3621.0
waiting time/customer;99;1417.6969696969697;2409562.2745825597;1552.276481359735;1.0949282636130142;0.0;6501.0
