#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;12638;0.7976797679767976;0.1613867557372799;0.4017297048231309;0.5036227831653067;0.0;1.0
queue occupancy/time;6322;0.47394739473947395;1.0408004096739307;1.020196260370489;2.1525516791400126;0.0;7.0
