#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service_time_customer;9999;10000.0;0.0;0.0;0.0;10000.0;10000.0
waiting_time_customer;9999;0.0;0.0;0.0;0.0;0.0;0.0
