#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;127;0.8686868686868687;0.11406999285787156;0.3377424948949592;0.3887965929604763;0.0;1.0
queue occupancy/time;66;0.26262626262626265;0.49668401183552696;0.7047581229297942;2.683502083463447;0.0;3.0
