#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;126043;0.7981779817798178;0.16108989118171468;0.4013600518010165;0.502845306388988;0.0;1.0
queue occupancy/time;63022;0.46912407372221165;1.0181097490686455;1.0090142462168934;2.150847297626371;0.0;9.0
