#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;63021;1.266514336491011;0.3376328975610437;0.5810618706824977;0.4587882299795994;1.0;8.0
waiting time/customer;63021;1.0526808524142746;2.724644550459927;1.6506497358494705;1.5680438492481192;0.0;13.0
