#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;198;0.7284646820786089;0.19780388904272017;0.4447514913327668;0.610532675467132;0.0;1.0
queue occupancy/time;99;1.366400112374206;3.508782251861888;1.873174378391368;1.3708827754241104;0.0;7.0
