#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;58;1.396551724137931;0.6294615849969754;0.7933861512510635;0.5681036638587862;1.0;5.0
waiting time/customer;58;1.7413793103448276;3.0021173623714454;1.7326619296248895;0.9949939793885504;0.0;6.0
