#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;96;893.6041666666666;612090.7679824563;782.3622996939821;0.875513262893972;11.0;4300.0
waiting time/customer;96;2612.34375;5407857.638486843;2325.480087742495;0.890189159731561;0.0;9190.0
