#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;65;1.5076923076923077;0.5975961538461538;0.7730434359375635;0.5127328911830779;1.0;5.0
waiting time/customer;65;5.107692307692307;8.691346153846155;2.9481089114627625;0.5771899977261433;0.0;10.0
