#histogram type: discrete-time histogram
#waiting_time_customer
#lowerBound ; upperBound ; relative frequency
0,0;2000,0;0,0022002200220022
2000,0;4000,0;0,0022002200220022
4000,0;6000,0;0,0022002200220022
6000,0;8000,0;0,0022002200220022
8000,0;10000,0;0,0022002200220022
10000,0;12000,0;0,0022002200220022
12000,0;14000,0;0,0022002200220022
14000,0;16000,0;0,0022002200220022
16000,0;18000,0;0,0022002200220022
18000,0;20000,0;0,9801980198019802
