#histogram type: discrete-time histogram
#waiting_time_customer
#lowerBound ; upperBound ; probability density
0,0;2000,0;1,1001100110011001E-6
2000,0;4000,0;1,1001100110011001E-6
4000,0;6000,0;1,1001100110011001E-6
6000,0;8000,0;1,1001100110011001E-6
8000,0;10000,0;1,1001100110011001E-6
10000,0;12000,0;1,1001100110011001E-6
12000,0;14000,0;1,1001100110011001E-6
14000,0;16000,0;1,1001100110011001E-6
16000,0;18000,0;1,1001100110011001E-6
18000,0;20000,0;4,900990099009901E-4
