#histogram type: continuous-time histogram
#queue_occupancy_time
#lowerBound ; upperBound ; relative frequency
0,0;91,0;0,1002100210021002
91,0;182,0;0,1001100110011001
182,0;273,0;0,1001100110011001
273,0;364,0;0,1001100110011001
364,0;455,0;0,1001100110011001
455,0;546,0;0,1001100110011001
546,0;637,0;0,1001100110011001
637,0;728,0;0,1001100110011001
728,0;819,0;0,1001100110011001
819,0;910,0;0,09890989098909891
