#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
queue_occupancy_time;10000;453.9091909190919;68856.65842037753;262.4055228465619;0.5781013649783862;0.0;908.0
server_utilization_time;9090;0.9998899889988999;1.0999889867968626E-4;0.010488035978184202;0.01048918990446632;1.0;1.0
