#histogram type: continuous-time histogram
#queue_occupancy_time
#lowerBound ; upperBound ; probability density
0,0;-111,1;-0,0
-111,1;-222,2;-0,0
-222,2;-333,29999999999995;-0,0
-333,29999999999995;-444,4;-0,0
-444,4;-555,5;-0,0
-555,5;-666,5999999999999;-0,0
-666,5999999999999;-777,6999999999999;-0,0
-777,6999999999999;-888,8;-0,0
-888,8;-999,9;-0,0
-999,9;-1111,0;-0,009000900090009001
